transaction_id,transaction_date,transaction_time,instore_yn,quantity,line_item_amount,unit_price,promo_item_yn,first_name,last_name,position,start_date,location,home_store_bool,home_store,customer_first-name,customer_email,customer_since,loyalty_card_number,birthdate,gender,birth_year,product_group,product_category,product_type,product,product_description,unit_of_measure,current_wholesale_price,current_retail_price,tax_exempt_yn,promo_yn,new_product_yn,sales_outlet_type,store_square_feet,store_address,store_city,store_state_province,store_telephone,store_postal_code,store_longitude,store_latitude,manager,Neighorhood
69,2019-04-10,09:25:06,Y,1,3.5,3.5,N,Ezekiel,Rashad,Coffee Wrangler,11/13/2005,5,#REF!,3,Raya Sanders,Carla@hymenaeos.edu,2018-05-29,878-481-9768,1981-11-16,F,1981,Food,Bakery,Pastry,Croissant,Flakey and buttery,single,2.109999895,$3.25 ,N,N,N,retail,1300,32-20 Broadway,Long Island City,NY,777-718-3190,11106,-73.92401123,40.76119614,6,Astoria
610,2019-04-26,10:49:11,Y,2,1.600000024,0.800000012,N,Joelle,Christen,Store Manager,11/11/2013,7,#REF!,5,Keegan,Shelby@auctor.edu,2018-02-09,978-515-9886,1975-02-10,M,1975,Add-ons,Flavours,Regular syrup,Hazelnut syrup,Bursting with nutty flavour,pump,0.039999999,$0.80 ,Y,N,N,retail,900,100 Church Street,New York,NY,343-212-5151,10007,-74.01013184,40.71329117,16,Lower Manhattan
2139,2019-04-18,16:38:54,Y,2,6.199999809,3.099999905,N,Tatum,Laurel,Coffee Wrangler,1/31/2015,10,#REF!,8,Tashya,Maisie@libero.net,2019-02-04,144-718-0046,1992-12-11,F,1992,Beverages,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,Still a front runner for good premium coffee. ,16 oz,0.620000005,$3.10 ,Y,N,N,retail,1500,687 9th Avenue,New York,NY,652-212-7020,10036,-73.99034119,40.7618866,31,Hell's Kitchen
1439,2019-04-18,11:12:35,Y,2,5,2.5,N,Ainsley,Evelyn,Coffee Wrangler,7/31/2003,7,#REF!,5,Hall,Meredith@consequat.us,2017-03-22,178-549-5253,1955-03-03,M,1955,Beverages,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Face the morning after your yoga routine. ,16 oz,0.629999995,$2.50 ,Y,N,N,retail,900,100 Church Street,New York,NY,343-212-5151,10007,-74.01013184,40.71329117,16,Lower Manhattan
1103,2019-04-06,12:10:40,Y,2,7,3.5,N,Kylie,Candace,Coffee Wrangler,1/30/2011,10,#REF!,8,Gareth,Solomon@faucibus.us,2018-03-14,293-761-9275,1965-11-08,M,1965,Beverages,Coffee,Organic brewed coffee,Brazilian Lg,It's like Carnival in a cup. Clean and smooth.,24 oz,0.699999988,$3.50 ,Y,N,N,retail,1500,687 9th Avenue,New York,NY,652-212-7020,10036,-73.99034119,40.7618866,31,Hell's Kitchen
1572,2019-04-04,17:04:51,Y,1,3.75,3.75,N,Amela,Chadwick,Coffee Wrangler,9/17/2005,7,#REF!,5,Dolan,Karen@feugiat.gov,2017-08-16,949-967-8535,1985-12-30,N,1985,Food,Bakery,Scone,Jumbo Savory Scone,"Anytime, anywhere",single,2.440000057,$3.75 ,N,N,N,retail,900,100 Church Street,New York,NY,343-212-5151,10007,-74.01013184,40.71329117,16,Lower Manhattan
1200,2019-04-03,17:28:50,N,2,6,3,N,Remedios,Mari,Coffee Wrangler,5/9/2014,4,#REF!,8,Leslie,Charissa@Integer.us,2018-02-27,182-572-1544,1975-09-08,F,1975,Beverages,Coffee,Barista Espresso,Espresso shot,You will think you are in Venice when you sip this one. ,1.5 oz,0.600000024,$3.00 ,Y,N,N,retail,1500,687 9th Avenue,New York,NY,652-212-7020,10036,-73.99034119,40.7618866,31,Hell's Kitchen
1308,2019-04-02,17:41:54,Y,2,5,2.5,N,Joelle,Christen,Store Manager,11/11/2013,7,#REF!,5,Ulla,Bo@inceptos.us,2018-01-20,546-836-0220,1973-11-28,F,1973,Beverages,Tea,Brewed herbal tea,Lemon Grass Rg,You will think you are in Thailand. ,16 oz,0.629999995,$2.50 ,Y,N,N,retail,900,100 Church Street,New York,NY,343-212-5151,10007,-74.01013184,40.71329117,16,Lower Manhattan
1622,2019-04-05,18:04:00,Y,1,4.5,4.5,N,Remedios,Mari,Coffee Wrangler,5/9/2014,4,#REF!,8,Emma,Ivory@interdum.edu,2017-12-29,125-641-7147,1990-03-22,F,1990,Food,Bakery,Scone,Scottish Cream Scone ,Old time comfort,single,2.930000067,$4.50 ,N,N,N,retail,1500,687 9th Avenue,New York,NY,652-212-7020,10036,-73.99034119,40.7618866,31,Hell's Kitchen
2467,2019-04-03,13:53:24,N,1,4.5,4.5,N,Remedios,Mari,Coffee Wrangler,5/9/2014,4,#REF!,8,Malachi,Ishmael@mauris.us,2018-03-17,022-546-4271,1988-09-18,M,1988,Beverages,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,"Slightly bitter, but still very rich. ",16 oz,3.380000114,$4.50 ,Y,N,N,retail,1500,687 9th Avenue,New York,NY,652-212-7020,10036,-73.99034119,40.7618866,31,Hell's Kitchen
452,2019-04-05,12:00:19,N,2,4,2,N,Quail,Octavia,Coffee Wrangler,12/5/2014,5,#REF!,3,Eleanor Stephens,Clementine@ullamcorper.us,2018-01-21,028-324-8482,1973-12-19,F,1973,Beverages,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,A smooth cup of coffee any time of day. ,8 oz,0.400000006,$2.00 ,Y,N,N,retail,1300,32-20 Broadway,Long Island City,NY,777-718-3190,11106,-73.92401123,40.76119614,6,Astoria
879,2019-04-04,12:59:15,Y,1,4.25,4.25,N,Quail,Octavia,Coffee Wrangler,12/5/2014,5,#REF!,3,Dorothy Cortez,Alika@auctor.gov,2018-08-22,965-870-4747,1987-02-09,F,1987,Beverages,Coffee,Barista Espresso,Latte Rg,You will think you are in Venice when you sip this one. ,3.0 oz,0.850000024,$4.25 ,Y,N,N,retail,1300,32-20 Broadway,Long Island City,NY,777-718-3190,11106,-73.92401123,40.76119614,6,Astoria
2388,2019-04-01,15:16:37,N,2,7.5,3.75,N,Joelle,Christen,Store Manager,11/11/2013,7,#REF!,5,Gail,Whoopi@non.edu,2018-07-27,099-392-7300,1994-10-14,N,1994,Beverages,Coffee,Barista Espresso,Latte,You will think you are in Venice when you sip this one. ,1.5 oz,0.75,$3.75 ,Y,N,N,retail,900,100 Church Street,New York,NY,343-212-5151,10007,-74.01013184,40.71329117,16,Lower Manhattan
1113,2019-04-04,11:32:30,N,2,6,3,N,Joelle,Christen,Store Manager,11/11/2013,7,#REF!,5,Buckminster,Helen@ligula.com,2018-03-05,339-575-8262,1976-08-11,M,1976,Beverages,Tea,Brewed Black tea,Earl Grey Lg,Tradition in a cup.,24 oz,0.75,$3.00 ,Y,N,N,retail,900,100 Church Street,New York,NY,343-212-5151,10007,-74.01013184,40.71329117,16,Lower Manhattan
2275,2019-04-02,18:05:28,N,2,9.5,4.75,N,Amela,Chadwick,Coffee Wrangler,9/17/2005,7,#REF!,5,Haviva,Quinn@Curae.net,2018-03-19,397-951-8930,1977-06-15,F,1977,Beverages,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,Just pure notes of spice.,16 oz,3.559999943,$4.75 ,Y,N,N,retail,900,100 Church Street,New York,NY,343-212-5151,10007,-74.01013184,40.71329117,16,Lower Manhattan
2814,2019-04-28,09:37:09,N,2,6,3,N,Damon,Sasha,Coffee Wrangler,6/5/2010,4,#REF!,3,Axel Wallace,Zahir@velit.org,2017-06-08,250-414-4907,1959-12-07,N,1959,Beverages,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,A smooth cup of coffee any time of day. ,24 oz,0.600000024,$3.00 ,Y,N,N,retail,1300,32-20 Broadway,Long Island City,NY,777-718-3190,11106,-73.92401123,40.76119614,6,Astoria
1981,2019-04-06,07:06:06,N,2,5,2.5,N,Amela,Chadwick,Coffee Wrangler,9/17/2005,7,#REF!,5,Abbot,Raja@ante.com,2019-01-26,019-757-1798,1996-10-07,M,1996,Beverages,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Face the morning after your yoga routine. ,16 oz,0.629999995,$2.50 ,Y,N,N,retail,900,100 Church Street,New York,NY,343-212-5151,10007,-74.01013184,40.71329117,16,Lower Manhattan
139,2019-04-01,13:55:04,Y,1,2.5,2.5,N,Britanni,Jorden,Coffee Wrangler,3/25/2006,4,#REF!,5,Jerry,Craig@mus.com,2018-08-04,295-133-2848,1994-12-19,N,1994,Beverages,Tea,Brewed herbal tea,Lemon Grass Rg,You will think you are in Thailand. ,16 oz,0.629999995,$2.50 ,Y,N,N,retail,900,100 Church Street,New York,NY,343-212-5151,10007,-74.01013184,40.71329117,16,Lower Manhattan
665,2019-04-22,07:12:36,N,1,3,3,N,Reed,Eve,Store Manager,3/30/2006,5,#REF!,3,Gavin Roth,Noble@tempus.us,2018-10-06,752-364-4287,1989-11-15,M,1989,Beverages,Coffee,Organic brewed coffee,Brazilian Rg,It's like Carnival in a cup. Clean and smooth.,16 oz,0.600000024,$3.00 ,Y,N,N,retail,1300,32-20 Broadway,Long Island City,NY,777-718-3190,11106,-73.92401123,40.76119614,6,Astoria
1881,2019-04-15,16:52:30,N,1,4.25,4.25,N,Ainsley,Evelyn,Coffee Wrangler,7/31/2003,7,#REF!,5,Todd,Emmanuel@porta.com,2017-07-16,043-623-5166,1985-03-17,N,1985,Beverages,Coffee,Barista Espresso,Cappuccino Lg,You will think you are in Venice when you sip this one. ,3.0 oz,0.850000024,$4.25 ,Y,N,N,retail,900,100 Church Street,New York,NY,343-212-5151,10007,-74.01013184,40.71329117,16,Lower Manhattan
110,2019-04-10,09:37:38,Y,1,3,3,N,Ronan,Magee,Coffee Wrangler,2/13/2002,5,#REF!,3,Alika Rivas,Yoshi@aliquam.us,2017-01-04,021-443-0682,1950-05-13,F,1950,Beverages,Tea,Brewed herbal tea,Peppermint Lg,A cool and refreshing cup.,24 oz,0.75,$3.00 ,Y,N,N,retail,1300,32-20 Broadway,Long Island City,NY,777-718-3190,11106,-73.92401123,40.76119614,6,Astoria
2113,2019-04-03,19:03:50,Y,1,3.25,3.25,N,Pandora,Neville,Coffee Wrangler,3/21/2019,10,#REF!,8,Barry,Teegan@magna.edu,2018-05-11,451-001-8551,1997-04-18,M,1997,Food,Bakery,Scone,Ginger Scone,Little bit of spice,single,2.109999895,$3.25 ,N,N,N,retail,1500,687 9th Avenue,New York,NY,652-212-7020,10036,-73.99034119,40.7618866,31,Hell's Kitchen
1207,2019-04-06,12:25:53,N,1,2.200000048,2.200000048,N,Kylie,Candace,Coffee Wrangler,1/30/2011,10,#REF!,8,Alika,James@amet.net,2017-10-06,042-267-6015,1976-02-18,F,1976,Beverages,Coffee,Gourmet brewed coffee,Ethiopia Sm,A bold cup when you want that something extra.,8 oz,0.439999998,$2.20 ,Y,N,N,retail,1500,687 9th Avenue,New York,NY,652-212-7020,10036,-73.99034119,40.7618866,31,Hell's Kitchen
2451,2019-04-24,14:57:42,N,2,8.5,4.25,N,Tatum,Laurel,Coffee Wrangler,1/31/2015,10,#REF!,8,McKenzie,Britanni@nibh.org,2017-04-02,096-107-2216,1979-01-31,F,1979,Beverages,Coffee,Barista Espresso,Latte Rg,You will think you are in Venice when you sip this one. ,3.0 oz,0.850000024,$4.25 ,Y,N,N,retail,1500,687 9th Avenue,New York,NY,652-212-7020,10036,-73.99034119,40.7618866,31,Hell's Kitchen
131,2019-04-13,09:11:39,Y,1,3,3,N,Pandora,Neville,Coffee Wrangler,3/21/2019,10,#REF!,8,Hammett,Kalia@taciti.com,2017-06-02,726-725-2088,1989-07-01,N,1989,Beverages,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,A smooth cup of coffee any time of day. ,24 oz,0.600000024,$3.00 ,Y,N,N,retail,1500,687 9th Avenue,New York,NY,652-212-7020,10036,-73.99034119,40.7618866,31,Hell's Kitchen
555,2019-04-17,06:25:10,Y,2,9.5,4.75,N,Joseph,Byron,Coffee Wrangler,5/17/2014,7,#REF!,5,Rhonda,Roary@erat.com,2018-05-10,997-180-7732,1980-09-18,F,1980,Beverages,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,Just pure notes of spice.,16 oz,3.559999943,$4.75 ,Y,N,N,retail,900,100 Church Street,New York,NY,343-212-5151,10007,-74.01013184,40.71329117,16,Lower Manhattan
271,2019-04-08,11:01:39,Y,2,6.199999809,3.099999905,N,Kelsey,Cameron,Coffee Wrangler,10/18/2003,3,#REF!,3,Jelani Le,Sigourney@velit.us,2018-06-09,172-579-9378,1982-07-23,M,1982,Beverages,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,When you need your eyes opened wide.,24 oz,0.779999971,$3.10 ,Y,N,N,retail,1300,32-20 Broadway,Long Island City,NY,777-718-3190,11106,-73.92401123,40.76119614,6,Astoria
2175,2019-04-22,08:08:05,Y,2,5,2.5,N,Damon,Sasha,Coffee Wrangler,6/5/2010,4,#REF!,3,Fleur Russo,Aurelia@euismod.com,2019-03-23,891-499-2656,2000-04-01,F,2000,Beverages,Tea,Brewed Black tea,English Breakfast Rg,The Queen's favourite cuppa in the morning. ,16 oz,0.629999995,$2.50 ,Y,N,N,retail,1300,32-20 Broadway,Long Island City,NY,777-718-3190,11106,-73.92401123,40.76119614,6,Astoria
9,2019-04-10,07:20:32,Y,1,3.25,3.25,N,Adrian,Macon,Store Manager,10/13/2001,10,#REF!,8,Natalie,Carlos@nonummy.us,2018-10-01,085-129-8748,1957-03-11,F,1957,Food,Bakery,Scone,Cranberry Scone,Like Grandma used to make,single,2.109999895,$3.25 ,N,N,N,retail,1500,687 9th Avenue,New York,NY,652-212-7020,10036,-73.99034119,40.7618866,31,Hell's Kitchen
582,2019-04-21,09:52:12,N,1,3.75,3.75,N,Remedios,Mari,Coffee Wrangler,5/9/2014,4,#REF!,8,Hermione,Baker@Donec.edu,2017-09-29,568-085-8311,1959-06-06,F,1959,Beverages,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,Just pure notes of spice.,12 oz,2.809999943,$3.75 ,Y,N,N,retail,1500,687 9th Avenue,New York,NY,652-212-7020,10036,-73.99034119,40.7618866,31,Hell's Kitchen
109,2019-04-23,09:53:16,Y,1,3.75,3.75,N,Xena,Rahim,Store Manager,7/24/2016,3,#REF!,8,Amity,Gannon@sem.net,2018-03-21,146-428-0486,1959-02-12,F,1959,Food,Bakery,Scone,Jumbo Savory Scone,"Anytime, anywhere",single,2.440000057,$3.75 ,N,N,N,retail,1500,687 9th Avenue,New York,NY,652-212-7020,10036,-73.99034119,40.7618866,31,Hell's Kitchen
1732,2019-04-01,09:29:57,Y,1,3,3,N,Remedios,Mari,Coffee Wrangler,5/9/2014,4,#REF!,8,Ciara,Rigel@luctus.com,2017-11-08,193-078-2397,1999-03-19,N,1999,Beverages,Tea,Brewed Chai tea,Traditional Blend Chai Lg,Sit back and think of the tropical breezes.,24 oz,0.75,$3.00 ,Y,N,N,retail,1500,687 9th Avenue,New York,NY,652-212-7020,10036,-73.99034119,40.7618866,31,Hell's Kitchen
1241,2019-04-03,07:52:04,Y,1,4.25,4.25,N,Britanni,Jorden,Coffee Wrangler,3/25/2006,4,#REF!,5,Xandra,Caryn@rutrum.org,2018-10-23,591-503-7739,1990-12-03,F,1990,Beverages,Coffee,Barista Espresso,Cappuccino Lg,You will think you are in Venice when you sip this one. ,3.0 oz,0.850000024,$4.25 ,Y,N,N,retail,900,100 Church Street,New York,NY,343-212-5151,10007,-74.01013184,40.71329117,16,Lower Manhattan
1982,2019-04-23,14:17:25,Y,1,3,3,N,Tatum,Laurel,Coffee Wrangler,1/31/2015,10,#REF!,8,Neve,Clarke@egestas.org,2017-01-31,206-883-8196,1956-01-05,F,1956,Beverages,Tea,Brewed Black tea,English Breakfast Lg,The Queen's favourite cuppa in the morning. ,24 oz,0.75,$3.00 ,Y,N,N,retail,1500,687 9th Avenue,New York,NY,652-212-7020,10036,-73.99034119,40.7618866,31,Hell's Kitchen
668,2019-04-28,09:20:47,Y,2,7,3.5,N,Pandora,Neville,Coffee Wrangler,3/21/2019,10,#REF!,8,Zachary,Angelica@lacinia.gov,2017-05-08,192-810-5724,1961-03-01,M,1961,Beverages,Coffee,Organic brewed coffee,Brazilian Lg,It's like Carnival in a cup. Clean and smooth.,24 oz,0.699999988,$3.50 ,Y,N,N,retail,1500,687 9th Avenue,New York,NY,652-212-7020,10036,-73.99034119,40.7618866,31,Hell's Kitchen
2767,2019-04-05,14:30:42,Y,2,6.199999809,3.099999905,N,Pandora,Neville,Coffee Wrangler,3/21/2019,10,#REF!,8,Cruz,Blake@Ut.com,2018-08-16,174-407-7996,1996-12-03,M,1996,Beverages,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,When you need your eyes opened wide.,24 oz,0.779999971,$3.10 ,Y,N,N,retail,1500,687 9th Avenue,New York,NY,652-212-7020,10036,-73.99034119,40.7618866,31,Hell's Kitchen
434,2019-04-05,15:32:59,Y,1,3,3,N,Remedios,Mari,Coffee Wrangler,5/9/2014,4,#REF!,8,Rinah,Fitzgerald@per.net,2018-11-18,725-632-9678,1953-09-30,F,1953,Beverages,Tea,Brewed Green tea,Serenity Green Tea Lg,Feel the stress leaving your body. ,24 oz,0.75,$3.00 ,Y,N,N,retail,1500,687 9th Avenue,New York,NY,652-212-7020,10036,-73.99034119,40.7618866,31,Hell's Kitchen
173,2019-04-20,07:39:35,Y,1,3,3,N,Britanni,Jorden,Coffee Wrangler,3/25/2006,4,#REF!,3,Kalia Drake,Beau@Maecenas.org,2017-04-27,567-912-1942,1957-05-19,F,1957,Beverages,Tea,Brewed Black tea,Earl Grey Lg,Tradition in a cup.,24 oz,0.75,$3.00 ,Y,N,N,retail,1300,32-20 Broadway,Long Island City,NY,777-718-3190,11106,-73.92401123,40.76119614,6,Astoria
242,2019-04-11,19:23:08,N,2,9,4.5,N,Reed,Eve,Store Manager,3/30/2006,5,#REF!,3,Benjamin Mcguire,Vernon@Duis.gov,2017-08-10,913-670-1136,1963-11-05,M,1963,Beverages,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,"Slightly bitter, but still very rich. ",16 oz,3.380000114,$4.50 ,Y,N,N,retail,1300,32-20 Broadway,Long Island City,NY,777-718-3190,11106,-73.92401123,40.76119614,6,Astoria
288,2019-04-08,16:25:50,Y,2,1.600000024,0.800000012,N,Ainsley,Evelyn,Coffee Wrangler,7/31/2003,7,#REF!,5,Lucy,Jenette@per.com,2018-01-01,877-410-1368,1989-07-06,N,1989,Add-ons,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,Our favorite,pump,0.039999999,$0.80 ,Y,N,N,retail,900,100 Church Street,New York,NY,343-212-5151,10007,-74.01013184,40.71329117,16,Lower Manhattan
1285,2019-04-06,13:06:38,Y,1,2.5,2.5,N,Joelle,Christen,Store Manager,11/11/2013,7,#REF!,5,Leila,Destiny@Cras.net,2018-03-12,893-303-6522,1977-01-11,F,1977,Beverages,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Face the morning after your yoga routine. ,16 oz,0.629999995,$2.50 ,Y,N,N,retail,900,100 Church Street,New York,NY,343-212-5151,10007,-74.01013184,40.71329117,16,Lower Manhattan
1125,2019-04-01,10:51:23,Y,2,9,4.5,N,Amela,Chadwick,Coffee Wrangler,9/17/2005,7,#REF!,5,Cynthia,Len@Morbi.us,2019-03-01,136-049-5766,2000-04-19,N,2000,Beverages,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,"Slightly bitter, but still very rich. ",16 oz,3.380000114,$4.50 ,Y,N,N,retail,900,100 Church Street,New York,NY,343-212-5151,10007,-74.01013184,40.71329117,16,Lower Manhattan
